,x,y
0,-40.0,-60.0
1,-39.38297653791884,-59.952653044082446
2,-38.76728709263109,-59.90045769605807
3,-38.14703543270185,-59.86136525904956
4,-37.53199836824418,-59.80482955977696
5,-36.91363125916691,-59.75726086285205
6,-36.29699560367184,-59.7028559460127
7,-35.681690312899136,-59.64319328243207
8,-35.064463751952175,-59.587680809697794
9,-34.444947378231795,-59.53654593146038
10,-33.829357087689964,-59.470504161342596
11,-33.213139274976875,-59.40337248028355
12,-32.60062208751463,-59.32236507882065
13,-31.98423934141713,-59.24778446762188
14,-31.369943707867886,-59.15502842887599
15,-30.812220319907436,-58.8827458654556
16,-30.25761524107678,-58.60621731815044
17,-29.69889905835813,-58.33404520356379
18,-29.147091474371177,-58.05303323010527
19,-28.595650685657844,-57.771080552675535
20,-28.039840871572906,-57.49360848808884
21,-27.492476891681726,-57.20556068250112
22,-26.940088874054574,-56.922633744727115
23,-26.39747241128843,-56.62778423513478
24,-25.854535115425026,-56.33276791498665
25,-25.30999787576685,-56.03881629441293
26,-24.76757067528879,-55.74150863187082
27,-24.221516956602755,-55.44692894480844
28,-23.680296182255297,-55.14469109678881
29,-23.141953535475782,-54.836301652711356
30,-22.6160457529822,-54.50932909761638
31,-22.033521204662545,-54.30109922030172
32,-21.450840033999484,-54.092655335520746
33,-20.868973888766835,-53.88248361029631
34,-20.28813669896615,-53.67026322755066
35,-19.708335538229495,-53.45599423852332
36,-19.126208360889912,-53.24462354472536
37,-18.54092670588659,-53.03715946690038
38,-17.962359072177485,-52.81853016972274
39,-17.382912012496384,-52.600346550121145
40,-16.80076002345404,-52.384962698854686
41,-16.222053422978167,-52.16274299558814
42,-15.644782288875028,-51.936562058019476
43,-15.069373581886595,-51.70526111147538
44,-14.495087859073877,-51.468751939049696
45,-13.929690777811109,-51.2132470702632
46,-13.346401555182817,-51.41792904540054
47,-12.762773414013447,-51.62132466586639
48,-12.179029394027808,-51.82596557135839
49,-11.59571453106459,-52.03789808298027
50,-11.010552122725963,-52.23522811400235
51,-10.42567806745991,-52.43883449803465
52,-9.839635616566138,-52.63399685638423
53,-9.2543973943359,-52.84210610394276
54,-8.667247152623272,-53.03805144005801
55,-8.080007403938039,-53.24058379395689
56,-7.491161095253526,-53.43801781668672
57,-6.899716579001327,-53.61735958480122
58,-6.307563256080268,-53.80114406455769
59,-5.712404860176268,-53.96726793377456
60,-5.1147900246568545,-54.13241616850934
61,-4.521789434282467,-53.94937332787571
62,-3.934477452221472,-53.7563717973447
63,-3.348368210840552,-53.56102146603334
64,-2.76079409513837,-53.36755623429048
65,-2.1698844942373023,-53.1788329872128
66,-1.5781402798108246,-52.99048379925335
67,-0.9887581908261852,-52.79712108078454
68,-0.40356485498696637,-52.596017514815
69,0.1784542297565226,-52.38913394130474
70,0.7647668938443967,-52.188004906801275
71,1.3470923544730378,-51.97913655097588
72,1.933391522940126,-51.77471191286049
73,2.5178809631059895,-51.56422365184308
74,3.090093908489675,-51.331255551866235
75,3.659842625156454,-51.090951100461496
76,4.2527278858333615,-50.91360670099421
77,4.850709382027715,-50.744476831998625
78,5.447984551352316,-50.573140346166056
79,6.036461699321679,-50.38604595602269
