,x,y
0,-38.99494840802172,-61.55651809591504
1,-38.39627911508276,-61.41619934622773
2,-37.796973740978245,-61.291499980245995
3,-37.18006536856328,-61.14427617675488
4,-36.56018145762896,-61.00129081981563
5,-35.957454598228395,-60.85159230544952
6,-35.33770418574291,-60.69632101222535
7,-34.71017856961771,-60.52692027589515
8,-34.103846674936165,-60.37796047524283
9,-33.521214496470016,-60.200603344850855
10,-32.90257764647268,-60.043533557041044
11,-32.26267413998394,-59.857850506075806
12,-31.64596699933258,-59.66982799383118
13,-31.014534028454193,-59.45265002838734
14,-30.885198836931426,-59.34187517851689
15,-30.249855318037433,-59.30188248850666
16,-29.628957324786857,-59.24405049629962
17,-29.003659539009657,-59.192337310591746
18,-28.421646908731713,-59.11946459714223
19,-27.7769494889228,-59.07819744354576
20,-27.145786054055183,-59.02378176108256
21,-26.53115364385723,-58.96475563186255
22,-25.903335755537768,-58.90116253336834
23,-25.268782009543763,-58.81596258944886
24,-24.650593280985966,-58.75699380588439
25,-24.02084109484,-58.68363449492934
26,-23.40156407958916,-58.586195019602485
27,-22.76098971246807,-58.506886412602725
28,-21.729660522774143,-58.29173393776947
29,-21.1620705183339,-58.0492139699338
30,-20.611879442286703,-57.81935145546254
31,-20.00785295719321,-57.57843389396526
32,-19.433318279727835,-57.32961519487542
33,-18.884222077159365,-57.098961285163064
34,-18.29542249551825,-56.84566119030657
35,-17.743458791288372,-56.60987654068049
36,-17.17033947751343,-56.36248671710171
37,-16.570545335173133,-56.11872245608654
38,-15.9734987315266,-55.854393243294886
39,-15.407840281475186,-55.59240442412337
40,-14.833272024020548,-55.31447525992339
41,-14.260528611285686,-55.04274231080463
42,-13.683281528439089,-54.75752828859011
43,-12.832669269556693,-54.30096503540423
44,-12.316687197002693,-53.894622628779175
45,-11.847929546988688,-53.50747509855918
46,-11.35112600295447,-53.10230967731938
47,-10.874582580097048,-52.70783003015341
48,-10.427021708055307,-52.31138381296448
49,-9.93738301610482,-51.93108558385588
50,-9.439527755261649,-51.50922402264794
51,-8.940881122717645,-51.10800115958681
52,-8.498493984204524,-50.72980686925693
53,-8.022913610135179,-50.3292515664576
54,-7.513370729146238,-49.905722738829986
55,-7.057279354878768,-49.49531527034241
56,-6.578871524822186,-49.08760147898721
57,-6.119399347253722,-48.67967336040562
58,-5.625606661567341,-48.26585279632341
59,-5.158502497010513,-47.8390251069328
60,-4.645652327566752,-47.37699291354627
61,-4.18488012649196,-46.937853803575855
62,-3.9920882831936666,-46.70110518843227
63,-3.4824597061204123,-46.34832396836127
64,-2.960807927391646,-46.000419851180595
65,-2.434673535156591,-45.631432204241925
66,-1.9335566521463121,-45.272437584214565
67,-1.4355501157754165,-44.924670988001985
68,-0.9073039695313136,-44.55729494567244
69,-0.40255657942254364,-44.17381579022308
70,0.10131261781892786,-43.82204973906846
71,0.5855556698455489,-43.45093416585391
72,1.1008513516387408,-43.098087432032784
73,1.6142361013553699,-42.71599351896913
74,2.110638217915093,-42.34523070121699
75,2.623648766755945,-41.9639154090271
76,3.1307030421193662,-41.593205010464125
77,3.6403127857413535,-41.18699560633359
78,4.151739901533674,-40.7783925800664
79,4.717131408710692,-40.325196320114514
80,4.918810079140101,-40.08116221552022
81,5.417310117583595,-39.757036581505716
82,5.974685520160454,-39.4089407220734
83,6.494034605790597,-39.07915297244514
84,6.9917820570590035,-38.74964771585729
85,7.538736733331518,-38.40209417951581
86,8.04855595156391,-38.05347937416068
87,8.598791591544309,-37.69589042289988
88,9.100864952829598,-37.36076364613949
89,9.617779099924721,-37.00167193904359
90,10.123612796303902,-36.656916306779
91,10.664166364370955,-36.305639232641596
92,11.185297846775123,-35.95165528471615
93,11.70207927095042,-35.571674257578465
94,12.213354193439779,-35.209771544705816
95,12.723263388469492,-34.841701202644344
96,13.310532625289492,-34.40322408655989
97,13.381482403153594,-34.67437083060529
98,13.991445040179977,-34.85810883401965
99,14.5929927384697,-35.011248169586295
100,15.183084118275989,-35.17301387922543
101,15.799117927117859,-35.33323617092375
102,16.400065554506966,-35.4938743383415
103,17.019497403947227,-35.671484747957585
104,17.653172058675693,-35.81919241914808
105,18.23595785193212,-35.956653995215575
106,18.852438861273153,-36.11112289997795
107,19.51594547275662,-36.25044841875771
108,20.142806233888983,-36.3789037363104
109,21.836375076271313,-36.3586381641959
110,22.402391687071393,-36.08033124898817
111,22.984089874455652,-35.79694904380505
112,23.5488080322808,-35.497416143322425
113,24.075065669551595,-35.24228049586756
114,24.66154214097333,-34.946718456015965
115,25.199360435168938,-34.64884764147243
116,25.74871059883379,-34.37963016840458
117,26.30928466549001,-34.084461386999955
118,26.869696145022477,-33.79109112681538
119,27.395622390732598,-33.512606601677085
120,27.98336977611232,-33.19288545213106
121,28.50713902314867,-32.91515640181847
122,29.07959634445218,-32.59154218801174
123,29.65647347796629,-32.274453146384715
124,30.214364933923203,-31.94834780972325
125,30.845320311640858,-31.54879628333134
126,31.378223672625385,-31.168072725589113
127,31.86286558103237,-30.815223275348593
128,32.39177660324905,-30.434724633669084
129,32.90146130282755,-30.028485799440023
130,33.403065064558675,-29.649951265248284
131,33.889725681382835,-29.265560425742596
132,34.40528619113649,-28.837721802894222
133,35.419396058325326,-27.62270515091848
134,35.605299791755755,-27.028813255302264
135,35.79119228960829,-26.415422126686618
136,35.97047101652363,-25.84572998285126
137,36.148576991251836,-25.246770586593957
138,36.345336553087094,-24.63436136309044
139,36.529148087197335,-24.03979361974089
140,36.68622759069489,-23.463628850571983
141,36.876313168464435,-22.869622642479058
142,37.06124677474383,-22.229018481952306
143,37.21934001474654,-21.64909467483671
144,37.40151678334995,-21.032578662317054
145,37.56759566276943,-20.452502000960003
146,37.73775799674183,-19.849768568721966
147,37.90887228776194,-19.2242655616862
148,38.063372803156604,-18.65252861129523
149,38.24055073532529,-18.02746769326507
150,38.383780772937044,-17.453089253894063
151,38.55645060706242,-16.81548757115524
152,38.72326262721164,-16.183834548335696
153,38.84325640192663,-15.60513417082014
154,38.99492147052613,-14.968433579508897
155,39.171965594050675,-14.25643938480313
156,39.614706925629584,-13.909343685927483
157,40.06995876240487,-13.502098863657402
158,40.557564177242824,-13.114005614522078
159,41.05776214828775,-12.690780509773841
160,41.57071790403758,-12.243884601941087
161,42.00952956694324,-11.812006297489306
162,42.577401345283974,-11.273848387913851
163,43.00178093025621,-10.800108909197158
164,43.39298207398091,-10.350784991568874
165,43.820994523013155,-9.860584335315828
166,44.24170769823563,-9.396080396586648
167,44.653363786064006,-8.913614340593934
168,45.05191201771779,-8.438699433437622
169,45.48970349895885,-7.911662008457114
170,45.86938268127901,-7.428636255666702
171,45.74520473113328,-7.843053304317423
172,46.34243812820229,-7.973906380990961
173,46.96322748005184,-8.095107067603065
174,47.59952765319814,-8.214495222517355
175,49.6355418453645,-7.957973744578391
176,50.086599052624315,-7.580772821993787
177,50.58493403887624,-7.18308120112184
178,51.10466672894488,-6.776115539723621
179,51.552515570128016,-6.371926033229333
180,52.04936480652807,-5.956187018607604
181,52.54584589419491,-5.543661109489669
182,53.01417747123808,-5.114109712734332
183,53.491076817068375,-4.67692489299124
184,53.957300800057325,-4.238902220672413
185,54.42664894447288,-3.7965171238390623
186,54.85455881011509,-3.3618854749242226
187,55.327399268707005,-2.9140964903315956
188,55.73057619321453,-2.488744440084071
189,56.20205093291973,-2.0298063764243546
190,56.67447027457123,-1.556146559090257
191,57.10941136857728,-1.0951580885126635
192,57.83396652039479,-0.15018113899370888
193,58.07742116108509,0.4263667833836876
194,58.31552298247854,0.9815137686138847
195,58.57332470276096,1.5515962700156822
196,58.8303891908338,2.118181806768024
197,59.08097565176587,2.7135343027830143
198,59.32864641158292,3.306562107853036
199,59.5665556386188,3.8819374281727677
200,59.78896912539247,4.447579097090055
201,60.015699900401444,5.009710897588196
202,60.28312183293501,5.628170368557349
203,60.491650688192514,6.188923526218502
204,60.72148621019119,6.776009332653443
205,60.97933483500577,7.390828923291042
206,61.185142679466416,7.990081625968771
207,61.39243382874055,8.59915502030689
208,61.44294355461828,10.622410767539241
209,61.14966973637302,11.151085549588414
210,60.82356258311323,11.703307260292219
211,60.505975920126225,12.2479119371216
212,60.18142838760298,12.792154767279145
213,59.84552827713662,13.322146367359935
214,59.52158801409968,13.854561838099702
215,59.20366489175701,14.371594034061529
216,58.884760909041795,14.886750707415963
217,58.566312760783525,15.42638798746139
218,58.232718092472545,15.954516427907416
219,57.8923666581853,16.513728424869598
220,57.56888980477048,17.05180459797395
221,57.24420918170714,17.53012071556024
222,56.9143537676616,18.078701239509613
223,56.56591317680117,18.614556789342455
224,56.21600511704119,19.169235512343896
225,55.832252469214566,19.731880897976794
226,55.44175217781312,20.27392167126841
227,55.244563419565985,20.499002777159905
228,54.959648887982866,21.052717058870286
229,54.6523040857169,21.632830692107177
230,54.36482865409588,22.16682388189342
231,54.08286747245624,22.712116081553155
232,53.78542738872812,23.272618143428698
233,53.48802972282718,23.845744111925075
234,53.21085546003182,24.359379100595277
235,52.910739380970355,24.91540351831945
236,52.616567700239784,25.46299649155435
237,52.30488582358138,26.0218264864488
238,52.002699319256045,26.5846497631011
239,51.685619250865976,27.130526863270244
240,51.37855857217873,27.67263756662506
241,51.087844485173875,28.179499819503846
242,50.77419613397056,28.74781119607402
243,50.46740089665793,29.294556525240036
244,50.128888424757974,29.85131214922873
245,49.787408535629154,30.431574906829994
246,49.46901624283901,30.93244836613269
247,49.25638430966445,31.208294308799694
248,49.004559039318636,31.803281177948893
249,48.77868774930192,32.35081904930124
250,48.52488916250909,32.93034098122109
251,48.27687745289175,33.49161470279777
252,48.03654267950956,34.08693106374167
253,47.78833624377883,34.622779680446214
254,47.53293781573869,35.21734156471741
255,47.29767959927408,35.785623947531654
256,47.03249776974955,36.36280744584923
257,46.78511271945489,36.923249592495225
258,46.539525313218725,37.503389915472994
259,46.28767616602841,38.05391225823219
260,46.01768474682488,38.65106429498625
261,45.76735518898541,39.21541790549904
262,45.49068074631738,39.78366971818342
263,45.23437796207704,40.346113304105884
264,44.966703928785535,40.914875135882056
265,44.7046490853165,41.443238673792926
266,44.42901715809412,42.04464858637715
267,44.156891580579405,42.58460298749625
268,43.87964534112266,43.15401256808097
269,43.60970632296505,43.742616207049686
270,43.32271578642835,44.31257252811548
271,42.96735487530858,44.95411674343551
272,41.86677699401098,46.17350943160974
273,41.31185890566887,46.41619148349155
274,40.7337829925433,46.69376430386636
275,40.191215424771386,46.93168087961305
276,39.596273283868676,47.199883227317024
277,39.02856475776509,47.453569743606245
278,38.45450144139503,47.69276708787133
279,37.889608679475266,47.9507795508624
280,37.2870144982704,48.20123401963095
281,36.676329902528636,48.44717719477125
282,36.013216742203916,48.71026408571063
283,35.38130918732042,48.92227374804344
284,34.768730060913114,49.08976454860045
285,34.148179847019065,49.27141468784876
286,33.561826485512974,49.430882796259375
287,32.93893325302051,49.60702441897805
288,32.34986061197861,49.760915998966425
289,31.733207584237867,49.937927458111545
